Section,Short_Title,Content
มาตรา 193,มาตราความผิดทางอาญา,ถ้าการกระทำความผิดตามมาตรา 189 หรือมาตรา 192 เป็นการกระทำเพื่อช่วยบิดา มารดา บุตร สามี หรือภริยาของผู้กระทำ ศาลจะไม่ลงโทษเลยก็ได้
มาตรา 194,มาตราความผิดทางอาญา,ผู้ใดต้องคำพิพากษาของศาลให้กักกัน ฝ่าฝืนคำสั่งกักกัน หรือหลบหนีไปจากสถานที่กักกัน ต้องระวางโทษจำคุกไม่เกินหกเดือน หรือปรับไม่เกินหนึ่งหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 195,มาตราความผิดทางอาญา,ผู้ใดหลบหนีจากสถานพยาบาลที่ศาลสั่งให้คุมตัวไว้ตามมาตรา 48 ต้องระวางโทษจำคุกไม่เกินหกเดือน หรือปรับไม่เกินหนึ่งหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 196,มาตราความผิดทางอาญา,ผู้ใดฝ่าฝืนคำสั่งห้ามของศาลที่สั่งห้ามเข้าเขตกำหนดตามมาตรา 43 หรือห้ามประกอบอาชีพบางอย่างตามมาตรา 49 ต้องระวางโทษจำคุกไม่เกินหกเดือน หรือปรับไม่เกินหนึ่งหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 197,มาตราความผิดทางอาญา,ผู้ใดใช้กำลังประทุษร้าย ขู่เข็ญว่าจะใช้กำลังประทุษร้าย หรือให้ทรัพย์สินหรือประโยชน์อื่นใดแก่ผู้บริหารงานหรือเจ้าหน้าที่ของสถานกักกัน หรือสถานพยาบาล เพื่อให้ผู้ต้องโทษกักกันหรือคุมตัวหลุดพ้นไป ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจำทั้งปรับ
มาตรา 198,มาตราความผิดทางอาญา,ผู้ใดดูหมิ่นศาลหรือผู้พิพากษาในการพิจารณาหรือพิพากษาคดี หรือกระทำการใดๆ อันเป็นการขัดขวางการพิจารณาคดีของศาล ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงเจ็ดปี หรือปรับตั้งแต่สองหมื่นบาทถึงหนึ่งแสนสี่หมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 199,มาตราความผิดทางอาญา,ผู้ใดลักลอบฝัง ซ่อนเร้น ย้ายหรือทำลายศพหรือส่วนของศพเพื่อปิดบังการเกิด การตาย หรือเหตุแห่งการตาย ต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 200,ความผิดฐานให้หรือรับสินบนเจ้าพนักงาน,ผู้ใดเป็นเจ้าพนักงานในตำแหน่งตุลาการ พนักงานอัยการ ผู้ว่าคดี หรือพนักงานสอบสวน กระทำการหรือไม่กระทำการอย่างใดๆ ในตำแหน่งอันเป็นการมิชอบเพื่อจะช่วยบุคคลใดมิให้ต้องรับโทษ หรือให้ได้รับโทษน้อยลง ต้องระวางโทษจำคุกตั้งแต่หกเดือนถึงเจ็ดปี และปรับตั้งแต่หนึ่งหมื่นบาทถึงหนึ่งแสนสี่หมื่นบาท ถ้าการกระทำหรือไม่กระทำนั้น เป็นการเพื่อจะแกล้งให้บุคคลใดต้องรับโทษ รับโทษหนักขึ้น หรือต้องถูกบังคับตามวิธีการเพื่อความปลอดภัย ผู้กระทำต้องระวางโทษจำคุกตั้งแต่ตลอดชีวิต หรือจำคุกตั้งแต่ห้าปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนบาทถึงสี่แสนบาท
มาตรา 201,ความผิดต่อเจ้าพนักงาน,ผู้ใดเป็นเจ้าพนักงานในตำแหน่งตุลาการ พนักงานอัยการ ผู้ว่าคดี หรือพนักงานสอบสวน เรียก รับ หรือยอมจะรับทรัพย์สินหรือประโยชน์อื่นใดสำหรับตนเองหรือผู้อื่นโดยมิชอบ เพื่อกระทำการหรือไม่กระทำการอย่างใดในตำแหน่ง ไม่ว่าการนั้นจะชอบหรือมิชอบด้วยหน้าที่ ต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงยี่สิบปี หรือจำคุกตลอดชีวิต และปรับตั้งแต่หนึ่งแสนบาทถึงสี่แสนบาท หรือประหารชีวิต
มาตรา 202,ความผิดต่อเจ้าพนักงาน,ผู้ใดเป็นเจ้าพนักงานในตำแหน่งตุลาการ พนักงานอัยการ ผู้ว่าคดี หรือพนักงานสอบสวน กระทำการหรือไม่กระทำการอย่างใดในตำแหน่ง โดยเห็นแก่ทรัพย์สินหรือประโยชน์อื่นใด ซึ่งตนได้เรียก รับ หรือยอมจะรับไว้ก่อนที่ตนได้รับแต่งตั้งในตำแหน่งนั้น ต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงยี่สิบปี หรือจำคุกตลอดชีวิต และปรับตั้งแต่หนึ่งแสนบาทถึงสี่แสนบาท หรือประหารชีวิต
มาตรา 203,ความผิดฐานให้หรือรับสินบนเจ้าพนักงาน,ผู้ใดเป็นเจ้าพนักงาน มีหน้าที่ปฏิบัติการให้เป็นไปตามคำสั่งหรือคำพิพากษาของศาล ปฏิบัติการหรือไม่ปฏิบัติการอย่างใดๆ อันเป็นการมิชอบเพื่อจะช่วยบุคคลใดมิให้ต้องถูกบังคับตามคำสั่งหรือคำพิพากษาของศาล หรือให้ถูกบังคับน้อยลง ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 204,ความผิดฐานให้หรือรับสินบนเจ้าพนักงาน,ผู้ใดเป็นเจ้าพนักงาน มีหน้าที่ควบคุมดูแลผู้ที่ถูกคุมขังตามอำนาจของศาล ของพนักงานอัยการ ของพนักงานสอบสวน หรือของเจ้าพนักงานผู้มีอำนาจสืบสวนคดีอาญา กระทำการด้วยประการใดๆ ให้ผู้ที่อยู่ในระหว่างการควบคุมดูแลนั้นหลุดพ้นจากการคุมขังไป ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงเจ็ดปี และปรับตั้งแต่สองหมื่นบาทถึงหนึ่งแสนสี่หมื่นบาท ถ้าผู้ที่หลุดพ้นจากการคุมขังไปนั้นเป็นบุคคลที่ต้องระวางโทษประหารชีวิต จำคุกตลอดชีวิต หรือจำคุกตั้งแต่สิบปีขึ้นไป หรือมีจำนวนตั้งแต่สามคนขึ้นไป ผู้กระทำต้องระวางโทษจำคุกตั้งแต่สองปีถึงสิบปี และปรับตั้งแต่สี่หมื่นบาทถึงสองแสนบาท
มาตรา 205,มาตราความผิดทางอาญา,ถ้าการกระทำความผิดตามมาตรา 204 เกิดขึ้นเนื่องจากความประมาทของผู้มีหน้าที่ควบคุมดูแล ผู้กระทำต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ ถ้าผู้ที่หลุดพ้นจากการคุมขังไปเนื่องจากความประมาทนั้น เป็นบุคคลที่ต้องระวางโทษประหารชีวิต จำคุกตลอดชีวิต หรือจำคุกตั้งแต่สิบปีขึ้นไป หรือมีจำนวนตั้งแต่สามคนขึ้นไป ผู้กระทำต้องระวางโทษจำคุกไม่เกินสองปี หรือปรับไม่เกินสี่หมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 206,มาตราความผิดทางอาญา,ผู้ใดกระทำการใดๆ แก่วัตถุหรือสถานอันเป็นที่เคารพในทางศาสนาของหมู่คณะใดๆ ในประการที่น่าจะเกิดการเหยียดหยามศาสนานั้น ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงเจ็ดปี หรือปรับตั้งแต่สองหมื่นบาทถึงหนึ่งแสนสี่หมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 207,มาตราความผิดทางอาญา,ผู้ใดก่อให้เกิดการวุ่นวายขึ้นในที่ประชุมศาสนิกชนเมื่อประชุมกันปฏิบัติพิธีกรรมตามศาสนาโดยชอบด้วยกฎหมาย ต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 208,มาตราความผิดทางอาญา,ผู้ใดแต่งกายหรือใช้เครื่องหมายที่แสดงว่าเป็นภิกษุ สามเณร นักพรตหรือนักบวชในศาสนาใดโดยมิชอบ เพื่อให้บุคคลอื่นเชื่อว่าตนเป็นบุคคลเช่นนั้น ต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 209,ความผิดฐานอั้งยี่,ผู้ใดเป็นสมาชิกของคณะบุคคลซึ่งปกปิดวิธีดำเนินการและมีความมุ่งหมายอันมิชอบด้วยกฎหมาย ผู้นั้นกระทำความผิดฐานเป็นอั้งยี่ ต้องระวางโทษจำคุกไม่เกินเจ็ดปี และปรับไม่เกินหนึ่งแสนสี่หมื่นบาท ถ้าผู้กระทำความผิดเป็นหัวหน้า ผู้จัดการหรือผู้มีตำแหน่งหน้าที่ในคณะบุคคลนั้น ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบปี และปรับตั้งแต่สองหมื่นบาทถึงสองแสนบาท
มาตรา 210,ความผิดฐานซ่องโจร,ผู้ใดสมคบกันตั้งแต่ห้าคนขึ้นไปเพื่อกระทำความผิดอย่างหนึ่งอย่างใดตามที่บัญญัติไว้ในภาค 2 นี้ และความผิดนั้นมีกำหนดโทษจำคุกอย่างสูงตั้งแต่หนึ่งปีขึ้นไป ผู้นั้นกระทำความผิดฐานเป็นซ่องโจร ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจำทั้งปรับ ถ้าการสมคบเพื่อกระทำความผิดที่มีกำหนดโทษประหารชีวิต จำคุกตลอดชีวิต หรือจำคุกอย่างสูงตั้งแต่สิบปีขึ้นไป ผู้กระทำต้องระวางโทษจำคุกตั้งแต่สองปีถึงสิบปี และปรับตั้งแต่สี่หมื่นบาทถึงสองแสนบาท
มาตรา 211,ความผิดฐานอั้งยี่,ผู้ใดประชุมในที่ประชุมอั้งยี่หรือซ่องโจร ให้สันนิษฐานไว้ก่อนว่าผู้นั้นเป็นสมาชิกอั้งยี่หรือซ่องโจร เว้นแต่จะแสดงได้ว่าตนประชุมโดยไม่รู้ว่าเป็นการประชุมของอั้งยี่หรือซ่องโจร
มาตรา 212,ความผิดฐานอั้งยี่,ผู้ใด (1) จัดหาที่พำนัก ซ่อนเร้น หรือช่วยด้วยประการใดๆ ให้สมาชิกอั้งยี่หรือซ่องโจรพ้นจากการจับกุม (2) ได้สั่งสอนหรือจัดแจงการฝึกอาวุธหรือกายกรรมของอั้งยี่หรือซ่องโจร หรือ (3) ช่วยเหลือด้วยการให้ทรัพย์สิน ประโยชน์ หรือการสื่อสาร แก่อั้งยี่หรือซ่องโจร ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจำทั้งปรับ
มาตรา 213,ความผิดฐานอั้งยี่,ถ้าสมาชิกอั้งยี่หรือซ่องโจรคนใดได้กระทำความผิดตามความมุ่งหมายของอั้งยี่หรือซ่องโจรนั้น สมาชิกอั้งยี่หรือซ่องโจรที่อยู่ในที่ประชุมในขณะที่มีการตกลงให้กระทำความผิด หรือที่ได้เข้าส่วนร่วมในการกระทำความผิดนั้น ต้องรับโทษตามที่กฎหมายกำหนดไว้สำหรับความผิดนั้นๆ แม้ตนจะมิได้เป็นผู้ลงมือกระทำความผิดเอง
มาตรา 214,มาตราความผิดทางอาญา,ผู้ใดประพฤติตนเป็นนักเลงโต ขู่เข็ญ ข่มขืนใจ หรือลุแก่อำนาจโดยมิชอบด้วยกฎหมาย เพื่อให้ผู้อื่นเกรงกลัว หรือยอมทำตามที่ตนสั่ง ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 215,มาตราความผิดทางอาญา,ผู้ใดมั่วสุมกันตั้งแต่สิบคนขึ้นไป ใช้กำลังประทุษร้าย ขู่เข็ญว่าจะใช้กำลังประทุษร้าย หรือกระทำการอย่างใดให้เกิดการวุ่นวายขึ้นในบ้านเมือง ต้องระวางโทษจำคุกไม่เกินห้าเดือน หรือปรับไม่เกินหนึ่งหมื่นบาท หรือทั้งจำทั้งปรับ ถ้าผู้กระทำความผิดคนหนึ่งคนใดมีอาวุธ บรรดาผู้ที่มั่วสุมต้องระวางโทษจำคุกไม่เกินสองปี หรือปรับไม่เกินสี่หมื่นบาท หรือทั้งจำทั้งปรับ ถ้าผู้กระทำความผิดเป็นหัวหน้า หรือเป็นผู้มีหน้าที่สั่งการในการมั่วสุมนั้น ต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงสิบปี และปรับตั้งแต่หนึ่งแสนบาทถึงสองแสนบาท
มาตรา 216,ความผิดฐานให้หรือรับสินบนเจ้าพนักงาน,เมื่อเจ้าพนักงานสั่งผู้ที่มั่วสุมตามมาตรา 215 ให้เลิกไป แต่ผู้นั้นไม่เลิก ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 217,ความผิดฐานวางเพลิงเผาทรัพย์,ผู้ใดวางเพลิงเผาทรัพย์ของผู้อื่น ต้องระวางโทษจำคุกตั้งแต่หกเดือนถึงเจ็ดปี และปรับตั้งแต่หนึ่งหมื่นบาทถึงหนึ่งแสนสี่หมื่นบาท
มาตรา 218,ความผิดฐานวางเพลิงเผาทรัพย์,ผู้ใดวางเพลิงเผาทรัพย์ดังต่อไปนี้ (1) โรงเรือน เรือ หรือแพที่คนอยู่อาศัย (2) โรงเรือน เรือ หรือแพที่เป็นที่เก็บหรือที่ทำสินค้า (3) สถานสาธารณะ หรือสถานที่ประชุม (4) ทรัพย์สินอันเป็นสาธารณประโยชน์ ต้องระวางโทษประหารชีวิต จำคุกตลอดชีวิต หรือจำคุกตั้งแต่สิบห้าปีถึงยี่สิบปี
มาตรา 219,มาตราความผิดทางอาญา,ผู้ใดตระเตรียมการเพื่อกระทำความผิดตามมาตรา 217 หรือมาตรา 218 ต้องระวางโทษเช่นเดียวกับพยายามกระทำความผิดนั้นๆ
มาตรา 220,มาตราความผิดทางอาญา,ผู้ใดทำให้เกิดเพลิงไหม้แก่สิ่งใดๆ ถึงแม้จะเป็นของตนเอง จนน่าจะเป็นอันตรายแก่บุคคลอื่นหรือทรัพย์สินของผู้อื่น ต้องระวางโทษจำคุกไม่เกินเจ็ดปี และปรับไม่เกินหนึ่งแสนสี่หมื่นบาท
มาตรา 221,มาตราความผิดทางอาญา,ผู้ใดทำให้เกิดระเบิดจนน่าจะเป็นอันตรายแก่บุคคลอื่นหรือทรัพย์สินของผู้อื่น ต้องระวางโทษจำคุกไม่เกินเจ็ดปี และปรับไม่เกินหนึ่งแสนสี่หมื่นบาท
มาตรา 222,มาตราความผิดทางอาญา,ผู้ใดทำให้เกิดระเบิดจนเป็นอันตรายแก่ทรัพย์สินตามที่ระบุไว้ในมาตรา 218 ต้องระวางโทษประหารชีวิต จำคุกตลอดชีวิต หรือจำคุกตั้งแต่สิบห้าปีถึงยี่สิบปี
มาตรา 223,มาตราความผิดทางอาญา,ถ้าความผิดตามมาตรา 220 หรือมาตรา 221 เป็นเหตุให้เกิดอันตรายแก่ทรัพย์สินมีค่าน้อย และไม่น่าจะเป็นอันตรายแก่บุคคลอื่น ผู้กระทำต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 224,มาตราความผิดทางอาญา,ถ้าการกระทำความผิดตามมาตรา 217 มาตรา 218 มาตรา 221 หรือมาตรา 222 เป็นเหตุให้บุคคลอื่นถึงแก่ความตาย ผู้กระทำต้องระวางโทษประหารชีวิต หรือจำคุกตลอดชีวิต ถ้าเป็นเหตุให้บุคคลอื่นรับอันตรายสาหัส ต้องระวางโทษประหารชีวิต จำคุกตลอดชีวิต หรือจำคุกตั้งแต่สิบห้าปีถึงยี่สิบปี
มาตรา 225,มาตราความผิดทางอาญา,ผู้ใดทำให้เกิดเพลิงไหม้หรือระเบิดโดยประมาท และเป็นเหตุให้ทรัพย์สินของผู้อื่นเสียหาย หรือน่าจะเป็นอันตรายแก่ชีวิตของบุคคลอื่น ต้องระวางโทษจำคุกไม่เกินเจ็ดปี หรือปรับไม่เกินหนึ่งแสนสี่หมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 226,มาตราความผิดทางอาญา,ผู้ใดกระทำการใดๆ แก่โรงเรือน อู่เรือ ทุ่นจอดเรือ สิ่งปลูกสร้าง หรือเครื่องจักรกลอันเป็นทางคมนาคม ในประการที่น่าจะเป็นเหตุให้เกิดภยันตรายแก่ความปลอดภัยในการเดินรถ การเดินเรือ หรือการบิน ต้องระวางโทษจำคุกตั้งแต่หกเดือนถึงเจ็ดปี และปรับตั้งแต่หนึ่งหมื่นบาทถึงหนึ่งแสนสี่หมื่นบาท
มาตรา 227,มาตราความผิดทางอาญา,ผู้ใดเป็นผู้รับผิดชอบในการจัดหา คุมดูแล หรือตรวจสอบการเดินรถ การเดินเรือ หรือการบิน ละเลยไม่ทำตามหน้าที่จนน่าจะเป็นอันตรายแก่ความปลอดภัยในการเดินทาง ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจำทั้งปรับ
มาตรา 228,มาตราความผิดทางอาญา,ผู้ใดทำลาย ซ่อนเร้น หรือทำให้สูญหายซึ่งสัญญาณ หรือเครื่องหมายในการเดินรถ เดินเรือ หรือการบิน ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจำทั้งปรับ
มาตรา 229,มาตราความผิดทางอาญา,ผู้ใดกระทำการใดๆ ให้ทางสาธารณะ ทางรถไฟ หรือทางรถราง อยู่ในลักษณะที่น่าจะเป็นอันตรายแก่การคมนาคม ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจำทั้งปรับ
มาตรา 230,มาตราความผิดทางอาญา,ผู้ใดนำสิ่งใดๆ มากีดขวางทางสาธารณะ ทางรถไฟ หรือทางรถราง จนน่าจะเป็นอันตรายแก่การคมนาคม ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 231,มาตราความผิดทางอาญา,ผู้ใดทำลาย หรือทำให้เสียหายซึ่งประภาคาร ทุ่น สัญญาณ หรือสิ่งอื่นใดที่จัดไว้เพื่อความปลอดภัยในการเดินเรือหรือการบิน ต้องระวางโทษจำคุกตั้งแต่หกเดือนถึงเจ็ดปี และปรับตั้งแต่หนึ่งหมื่นบาทถึงหนึ่งแสนสี่หมื่นบาท
มาตรา 232,มาตราความผิดทางอาญา,ผู้ใดกระทำการใดๆ แก่ยานพาหนะสาธารณะ จนน่าจะเป็นเหตุให้เกิดอันตรายแก่บุคคล ต้องระวางโทษจำคุกตั้งแต่หกเดือนถึงเจ็ดปี และปรับตั้งแต่หนึ่งหมื่นบาทถึงหนึ่งแสนสี่หมื่นบาท
มาตรา 233,มาตราความผิดทางอาญา,ผู้ใดใช้ยานพาหนะสาธารณะโดยประมาท จนน่าจะเป็นอันตรายแก่บุคคลอื่น ต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 234,มาตราความผิดทางอาญา,ผู้ใดทำลาย หรือทำให้เสียหายซึ่งท่อส่งน้ำ ท่อส่งแก๊ส หรือสายไฟสาธารณะ ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจำทั้งปรับ
มาตรา 235,ความผิดฐานเปิดเผยความลับ,ผู้ใดเปิดเผยความลับเกี่ยวกับการสื่อสารสาธารณะ หรือระบบการขนส่ง จนน่าจะเกิดความเสียหายแก่ความมั่นคงหรือความปลอดภัยสาธารณะ ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจำทั้งปรับ
มาตรา 236,มาตราความผิดทางอาญา,ผู้ใดปลอมปนอาหาร ยา หรือเครื่องอุปโภคบริโภคอื่นใด เพื่อบุคคลอื่นเสพหรือใช้ และการปลอมปนนั้นน่าจะเป็นอันตรายแก่สุขภาพอนามัย ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 237,มาตราความผิดทางอาญา,ผู้ใดเอาสิ่งมีพิษหรือสิ่งอื่นอันน่าจะเป็นอันตรายแก่สุขภาพเจือปนลงในบ่อน้ำ สระน้ำ หรือที่ขังน้ำสาธารณะ ต้องระวางโทษจำคุกตั้งแต่หกเดือนถึงเจ็ดปี และปรับตั้งแต่หนึ่งหมื่นบาทถึงหนึ่งแสนสี่หมื่นบาท
มาตรา 238,มาตราความผิดทางอาญา,ถ้าการกระทำความผิดตามมาตรา 226 ถึงมาตรา 237 เป็นเหตุให้บุคคลอื่นถึงแก่ความตาย ผู้กระทำต้องระวางโทษประหารชีวิต หรือจำคุกตลอดชีวิต หรือจำคุกตั้งแต่สิบห้าปีถึงยี่สิบปี ถ้าเป็นเหตุให้บุคคลอื่นรับอันตรายสาหัส ต้องระวางโทษจำคุกตั้งแต่สิบปีถึงยี่สิบปี และปรับตั้งแต่สองแสนบาทถึงสี่แสนบาท
มาตรา 239,มาตราความผิดทางอาญา,ถ้าการกระทำความผิดตามมาตรา 226 ถึงมาตรา 237 เป็นการกระทำโดยประมาท และเป็นเหตุให้เกิดอันตรายแก่บุคคลอื่น หรือทรัพย์สินของผู้อื่นเสียหาย ผู้กระทำต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 240,ความผิดเกี่ยวกับเงินตราและธนบัตร,ผู้ใดทำปลอมขึ้นซึ่งเงินตรา ไม่ว่าจะปลอมขึ้นเพื่อให้เป็นเหรียญกษาปณ์ ธนบัตรหรือสิ่งอื่นใด ซึ่งรัฐบาลออกใช้หรือให้อำนาจให้ออกใช้ หรือทำปลอมขึ้นซึ่งพันธบัตรรัฐบาลหรือใบสำคัญสำหรับรับดอกเบี้ยพันธบัตรนั้นๆ ผู้นั้นกระทำความผิดฐานปลอมเงินตรา ต้องระวางโทษจำคุกตลอดชีวิต หรือจำคุกตั้งแต่สิบปีถึงยี่สิบปี และปรับตั้งแต่สองแสนบาทถึงสี่แสนบาท
มาตรา 241,ความผิดเกี่ยวกับเงินตราและธนบัตร,ผู้ใดแปลงเงินตรา ไม่ว่าจะเป็นการแปลงเหรียญกษาปณ์ ธนบัตรหรือสิ่งอื่นใดซึ่งรัฐบาลออกใช้หรือให้อำนาจให้ออกใช้ หรือแปลงพันธบัตรรัฐบาลหรือใบสำคัญสำหรับรับดอกเบี้ยพันธบัตรนั้นๆ ให้มีมูลค่าสูงขึ้น ผู้นั้นกระทำความผิดฐานแปลงเงินตรา ต้องระวางโทษจำคุกตลอดชีวิต หรือจำคุกตั้งแต่ห้าปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนบาทถึงสี่แสนบาท
มาตรา 242,มาตราความผิดทางอาญา,ผู้ใดกระทำด้วยประการใดๆ ให้เหรียญกษาปณ์ซึ่งรัฐบาลออกใช้มีน้ำหนักลดลง ผู้นั้นต้องระวางโทษจำคุกไม่เกินเจ็ดปี และปรับไม่เกินหนึ่งแสนสี่หมื่นบาท ผู้ใดนำเข้าในราชอาณาจักร นำออกใช้ หรือมีไว้เพื่อนำออกใช้ซึ่งเหรียญกษาปณ์ที่มีน้ำหนักลดลงดังกล่าว ต้องระวางโทษเช่นเดียวกัน
มาตรา 243,มาตราความผิดทางอาญา,ผู้ใดนำเข้าในราชอาณาจักรซึ่งสิ่งใดๆ อันเป็นของปลอมตามมาตรา 240 หรือของแปลงตามมาตรา 241 ต้องระวางโทษจำคุกตลอดชีวิต หรือจำคุกตั้งแต่สิบปีถึงยี่สิบปี และปรับตั้งแต่สองแสนบาทถึงสี่แสนบาท
มาตรา 244,มาตราความผิดทางอาญา,ผู้ใดมีไว้เพื่อนำออกใช้ซึ่งสิ่งใดๆ อันตนได้มาโดยรู้ว่าเป็นของปลอมตามมาตรา 240 หรือของแปลงตามมาตรา 241 ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบห้าปี และปรับตั้งแต่สองหมื่นบาทถึงสามแสนบาท
มาตรา 245,มาตราความผิดทางอาญา,ผู้ใดได้มาซึ่งสิ่งใดๆ โดยไม่รู้ว่าเป็นของปลอมตามมาตรา 240 หรือของแปลงตามมาตรา 241 แต่ต่อมามารู้ว่าเป็นของปลอมหรือของแปลงเช่นว่านั้น ยังขืนนำออกใช้ ต้องระวางโทษจำคุกไม่เกินสิบปี หรือปรับไม่เกินสองแสนบาท หรือทั้งจำทั้งปรับ
มาตรา 246,มาตราความผิดทางอาญา,ผู้ใดทำเครื่องมือหรือวัตถุสำหรับปลอมหรือแปลงเงินตรา หรือมีเครื่องมือหรือวัตถุเช่นว่านั้นเพื่อใช้ในการปลอมหรือแปลง ต้องระวางโทษจำคุกตั้งแต่สามปีถึงสิบห้าปี และปรับตั้งแต่หกหมื่นบาทถึงสามแสนบาท
มาตรา 247,มาตราความผิดทางอาญา,ถ้าการกระทำความผิดตามมาตรา 240 ถึงมาตรา 246 เป็นการกระทำเกี่ยวกับเงินตราต่างประเทศ หรือพันธบัตรรัฐบาลต่างประเทศ ผู้กระทำต้องระวางโทษกึ่งหนึ่งของโทษที่บัญญัติไว้ในมาตรานั้นๆ
มาตรา 248,มาตราความผิดทางอาญา,ถ้าผู้กระทำความผิดตามมาตรา 240 ถึงมาตรา 245 หรือมาตรา 247 ได้กระทำความผิดตามมาตราอื่นที่บัญญัติไว้ในหมวดนี้ด้วย ให้ลงโทษฐานปลอมหรือแปลงเงินตราแต่บทเดียว
มาตรา 249,ความผิดเกี่ยวกับเงินตราและธนบัตร,ผู้ใดทำบัตรหรือโลหะธาตุให้มีลักษณะและขนาดคล้ายคลึงกับเงินตรา ไม่ว่าจะเป็นเหรียญกษาปณ์ ธนบัตร หรือสิ่งอื่นใดที่รัฐบาลออกใช้ เพื่อให้ประชาชนเชื่อว่าเป็นเงินตรา ต้องระวางโทษปรับไม่เกินสองหมื่นบาท
มาตรา 250,มาตราความผิดทางอาญา,ผู้ใดทำปลอมขึ้นซึ่งดวงตราแผ่นดิน พระปรมาภิไธย หรือดวงตราของทางราชการ ต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนบาทถึงสี่แสนบาท
มาตรา 251,มาตราความผิดทางอาญา,ผู้ใดทำปลอมขึ้นซึ่งดวงตราหรือรอยตราของบุคคลอื่น หรือของนิติบุคคล บรรดาที่ใช้ในทางราชการ หรือใช้เป็นหลักฐานในทางการค้า ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 252,มาตราความผิดทางอาญา,ผู้ใดใช้ดวงตรา พระปรมาภิไธย หรือรอยตราอันเกิดจากการปลอมแปลงตามมาตรา 250 หรือมาตรา 251 ต้องระวางโทษเช่นเดียวกับผู้ปลอมดวงตราหรือรอยตรานั้นๆ
